"11";"2014-12-12 12:11:45";"Type 3 Chi-Nu ";"Le char moyen Type 3 Chi-Nu est une modification du Type 1 Chi-He avec une nouvelle tourelle et un nouveau canon. Le char était le véhicule japonais produit en série le plus puissant pendant la guerre. Cependant, seul un total de 60 véhicules ont été fabriqués en raison des pénuries de composants et de matériaux.";"Normal";"17.640";"18.800";"credit";"38";"1";"1";"1";"1";"1";"440";"50";"25";"20";"2";"410000";"credit";"V";"5";"3"
"13";"2014-11-24 20:49:19";"Pz.Kpfw. II";"Les modèles A, B, C et F furent produits de mars 1937 à avril 1940, et de mars 1941 à décembre 1942, avec un total de 1 637 chars construits.";"Normal";"9.200";"9.500";"credit";"40";"3";"1";"0";"1";"0";"145";"30";"20";"15";"1";"3000";"credit";"II";"2";"2"
"14";NULL;"T14";;"premium";"1.000";"1.000";"or";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"3";"0";"credit";"V";"5";"7"
"15";"2014-12-14 22:15:56";"Type T-34";"Plusieurs centaines de T-34-76 ont été exportés depuis l'URSS vers la Chine au début des années 1950. L'utilité de ces chars a été augmentée par des améliorions d'origine chinoise, incluant un nouveau moteur et une nouvelle suspension.";"Normal";"1.000";"1.000";"credit";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"credit";"V";"5";"4"
"23";"2014-10-02 00:00:00";"MS-1";"Le premier char soviétique adopté pour la production en série, avec 959 véhicules produits de 1928 à 1931.";"Normal";"4.690";"4.890";"credit";"32";"2";"1";"0";"0";"0";"90";"18";"16";"16";"1";"0";"credit";"I";"1";"1"
"24";"2014-10-02 00:00:00";"BT-2";"Conçu sur la base du char Christie M1931 et produit à l'usine de Kharkov Komintern Locomotive Plant (KhPZ), avec 650 BT-2 et 1884 BT-5 produits de 1932 à 1935.";"Normal";"10.260";"11.500";"credit";"55";"3";"1";"1";"0";"0";"140";"15";"13";"10";"1";"3500";"credit";"II";"2";"1"
"25";"2014-10-02 00:00:00";"T-26";"Produit en plus grand nombre que tout autre char de l'Armée rouge pendant la période d'avant-guerre, avec 11 218 véhicules en quatre principales variantes fabriquées de 1931 à 1941.";"Normal";"9.300";"10.200";"credit";"36";"3";"1";"1";"0";"0";"150";"15";"15";"15";"1";"3700";"credit";"II";"2";"1"
"26";"2014-10-02 00:00:00";"T-60";"Développé en août 1941 au Bureau de Construction de l'Usine n° 37 sous la supervision de N. A. Astrov. Le véhicule entra en service en septembre 1941, et fut produit en masse jusqu'en février 1943, avec un total de 5920 véhicules construits. Le char T-60 resta en service jusqu'à la fin de la guerre.";"Normal";"6.120";"6.300";"credit";"45";"2";"1";"0";"0";"0";"150";"35";"15";"25";"1";"3300";"credit";"II";"2";"1"
"27";"2014-10-02 00:00:00";"Tetrarch";"Développé en 1936 par la compagnie Vickers-Armstrong, avec un total de 177 véhicules de deux variantes Tetrarch Mk I et Telrarch Mk ICS fabriqués de 1941 à 1942. En 1942, vingt véhicules seront donnés à l'URSS pour le Prêt-Bail, dont 19 combattront sur le front est jusqu'en octobre 1943.";"Event";"7.250";"8.000";"credit";"64";"3";"1";"1";"0";"0";"140";"16";"14";"10";"1";"0";"credit";"II";"2";"1"
"28";"2014-10-02 00:00:00";"BT-7";"Le BT-7 représente une modernisation avancée de la série BT, avec 5 556 véhicules de différentes versions produits de 1935 à 1940.";"Normal";"14.110";"14.000";"credit";"65";"3";"1";"1";"0";"0";"210";"20";"15";"13";"1";"37000";"credit";"III";"3";"1"
"29";"2014-10-02 00:00:00";"T-46";"Destiné à remplacer le T-26 et à être produit en série à partir de 1936, le projet fut abandonné après seulement 4 véhicules construits en raison des coûts de construction.";"Normal";"14.090";"17.000";"credit";"58";"3";"1";"1";"0";"0";"220";"22";"15";"15";"1";"38500";"credit";"III";"3";"1"
"30";"2014-10-02 00:00:00";"T-70";"Développé en octobre et novembre 1941 au Bureau de Construction de l'Usine Automobile Gorky sous la supervision de N. A. Astrov. Le véhicule est entré en service en janvier 1942, et il a été produit en masse jusqu'en octobre 1943, avec un total de 8231 véhicules fabriqués. Certains véhicules ont été utilisé jusqu'à la fin de la guerre.";"Normal";"1.000";"1.000";"credit";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"credit";"III";"3";"1"
"31";"2014-10-02 00:00:00";"M3 Light";"Le plus célèbre des chars légers de la Seconde Guerre mondiale, avec 13 589 véhicules construits entre 1981 et septembre 1943. 1 576 chars (essentiellement dans la variante M3A1) ont été fournis à l'URSS dans le cadre du programme Prêt-Bail.";"Event";"12.010";"12.500";"or";"61";"4";"1";"1";"0";"1";"220";"38";"25";"25";"1";"0";"or";"III";"3";"1"
"32";"2014-10-02 00:00:00";"LTP";"Un véhicule léger proposé et développé par le Lieutenant Provornov durant l'été 1942. Aucun prototype n'a été fabriqué.";"Boutique";"11.000";"13.000";"or";"45";"3";"1";"0";"1";"0";"230";"30";"20";"30";"1";"850";"or";"III";"3";"1"
"33";"2014-10-02 14:24:49";"A-20";"Mis à l'essai aux côtés du A-32, et d'un prototype du T-34. Les deux véhicules ont été acceptés pour le service, cependant le A-20 n'a jamais été produit en masse.";"Normal";"17.530";"19.500";"credit";"72";"4";"1";"1";"0";"1";"310";"20";"20";"16";"1";"134000";"credit";"IV";"4";"1"
"34";"2014-10-02 14:24:55";"T-50";"Développé en octobre 1940. Le design présenté par l'usine 174 a été soumis à l'examen. Après des essais réussis en février-mars 1941, le véhicule est entré en service.";"Normal";"14.000";"14.000";"credit";"52";"4";"1";"1";"1";"0";"360";"37";"37";"37";"1";"140000";"credit";"IV";"4";"1"
"35";"2014-10-02 14:24:57";"T-80";"Développé en été et automne 1942 au Bureau de Construction de l'Usine Automobile Gorky sous la supervision de N. A. Astrov. Le véhicule entra en service en décembre 1942. Un total de 85 véhicules furent produits en masse.";"Normal";"11.300";"11.500";"credit";"45";"3";"1";"1";"0";"0";"350";"35";"25";"25";"1";"140000";"credit";"IV";"4";"1"
"36";"2014-10-02 14:25:01";"Valentine II";"Un char britannique fourni à l'URSS dans le cadre du programme Prêt-Bail. Environ 3 782 véhicules ont été envoyés en URSS dont quelques-uns furent perdus en mer pendant le transport vers Murmansk.";"Boutique";"15.710";"16.850";"credit";"32";"3";"1";"0";"1";"0";"380";"60";"60";"60";"1";"1000";"credit";"IV";"4";"1"
"37";"2014-10-02 14:25:17";"MT-25";"Un projet d'un véhicule léger caterpillar à roues. Le projet a été acheté en février 1943. La caractéristique la plus innovante était la conception de la suspension. Les roues de suspension étaient entrelacées, et la puissance était délivrée à chaque roue. Aucun prototype ne fut fabriqué.";"Normal";"25.000";"26.000";"credit";"72";"5";"1";"1";"1";"1";"510";"45";"40";"40";"1";"880000";"credit";"V";"5";"1"
"38";"2014-10-02 14:25:20";"T-28";"Conçu pour être utilisé comme un char de percée, le T-28 a été fabriqué à l'usine ""Putilovets Krasny"" de Leningrad qui a produit 503 véhicules de 1934 à 1940.";"Normal";"16.040";"18.900";"credit";"45";"6";"1";"1";"1";"2";"320";"30";"20";"20";"2";"135000";"credit";"IV";"4";"1"
"39";"2014-10-02 14:25:22";"A-32";"Un char moyen expérimental testé aux côtés du A-20 et accepté pour le service sous le nom de T-34";"Event";"19.540";"21.300";"credit";"70";"4";"1";"0";"1";"1";"360";"35";"30";"16";"2";"0";"credit";"IV";"4";"1"
"40";"2014-10-02 14:25:25";"T-34";"Légende des forces blindées soviétiques et char le plus massivement produit. 33 805 exemplaires furent construits dans diverses usines soviétiques de 1940 à 1944.";"Normal";"27.940";"30.000";"credit";"56";"4";"1";"0";"1";"1";"400";"45";"45";"40";"2";"356700";"credit";"V";"5";"1"
"41";"2014-10-02 14:25:28";"Matilda IV";"Un char britannique fourni à l'URSS dans le cadre du programme Prêt-Bail. Environ 1084 véhicules ont été envoyés en URSS dont quelques-uns furent perdus en mer pendant le transport vers Murmansk.";"Boutique";"27.420";"31.000";"or";"25";"4";"1";"1";"1";"0";"610";"75";"70";"55";"2";"1500";"or";"V";"5";"1"
"42";"2014-10-02 14:25:31";"T-34-85";"Modification finale du char T-34 de 1943. Une nouvelle tourelle pour trois hommes a permis l'installation du canon de 85 mm plus puissant. Ceci a grandement augmenté l'efficacité au combat du char comparé à son prédécesseur, le T-34-76. Un total de plus de 35 000 véhicules, dans plusieurs variantes, ont été fabriqués. Aujourd'hui, le char est toujours en service dans plusieurs pays.";"Normal";"32.370";"35.000";"credit";"54";"5";"1";"1";"1";"1";"670";"45";"45";"40";"2";"915000";"credit";"VI";"6";"1"
"43";"2014-10-02 14:25:33";"A-43";"Développé à l'Usine n° 183 en 1941 sous la désignation A-43. Le véhicule devait remplacer le T-34. L'A-43 a été conçu pour intégrer une suspension à barre de torsion, un moteur V-5, une nouvelle transmission, une coupole de chef de char, et un blindage frontal amélioré de 60 mm.";"Normal";"27.000";"27.000";"credit";"55";"5";"1";"1";"1";"1";"660";"60";"45";"40";"2";"925000";"credit";"VI";"6";"1"
"44";"2014-10-02 14:25:36";"T-43";"Conçu comme un remplaçant pour le T-34 au printemps de 1942. Le T-43 a été recommandé pour le service, mais n'a jamais été produit en série.";"Normal";"33.130";"34.000";"credit";"51";"4";"1";"1";"1";"0";"1000";"75";"75";"75";"2";"1355000";"credit";"VII";"7";"1"
"45";"2014-10-02 14:25:38";"KV-13";"Le développement de ce véhicule a commencé en automne 1941 sous l'initiative de S. Ginsburg. Après des essais concluants en automne 1942, le développement d'un second prototype à débuté.";"Normal";"1.000";"1.000";"credit";"50";"4";"1";"1";"1";"0";"1020";"120";"85";"85";"2";"1375500";"credit";"VII";"7";"1"
"46";"2014-10-02 14:25:41";"A-44";"Le projet a été développé à l'Usine n° 193 par l'ingénieur I.S. Ber en avril 1941. Le véhicule devait être fabriqué dans trois versions différentes avec trois blindages, armements, masses de combat et vitesses différents. Le prototype était prévu pour être fabriqué fin 1942. Cependant, le projet fut abandonné suite au déclenchement de la guerre germano-soviétique.";"Normal";"1.000";"1.000";"credit";"59";"5";"1";"1";"1";"1";"1000";"150";"60";"60";"2";"1380000";"credit";"VII";"7";"1"
"47";"2014-10-02 14:25:44";"T-44";"Adopté en 1944, avec 965 véhicules produits avant la fin de la guerre, le T-44 resta en service jusqu'à la fin des années 1970.";"Normal";"32.380";"33.000";"credit";"51";"4";"1";"1";"1";"0";"1200";"90";"75";"45";"2";"2390000";"credit";"VIII";"8";"1"
"48";"2014-10-02 14:25:46";"Object 416";"Le char moyen Object 416 a été développé au Bureau de Construction de l'Usine n° 75, à l'automne 1949. Le plan a été développé en mars 1950. En raison de problèmes techniques avec la tourelle, un prototype fonctionnel n'a pas vu le jour avant avril 1952. Des améliorations ont été réalisées et un autre prototype a été fabriqué en été 1953, mais le véhicule n'a jamais été produit en masse.";"Normal";"24.330";"24.350";"credit";"50";"4";"1";"1";"1";"0";"1";"75";"45";"45";"2";"2500000";"credit";"VIII";"8";"1"
"49";"2014-10-02 14:25:50";"T-54";"Avec un premier prototype construit vers la fin de 1944, et après des tests réalisés entre 1945 et 1947, il fut accepté pour le service dans sa version 1947. 713 véhicules furent construits. Fin 1949, la production d'un nouveau modèle démarra (2.513 véhicules produits au total).";"Normal";"34.000";"38.700";"credit";"56";"4";"1";"1";"1";"0";"1550";"120";"80";"45";"2";"3450000";"credit";"VIII";"8";"1"
"50";"2014-10-02 14:25:52";"Object 430 Version II";"Développé au Bureau de la Construction de l'usine n° 73 début 1953. Du 8 mars au 10 mars 1953, le ministère des transports et de l'industrie lourde a examiné le projet, ainsi qu'une version alternative du char avec une configuration plus conventionnelle. Cependant, le développement a été arrêté par la suite.";"Normal";"35.460";"36.500";"credit";"55";"4";"1";"1";"1";"0";"1600";"120";"80";"40";"2";"3450000";"credit";"IX";"9";"1"
"51";"2014-10-02 14:25:55";"T-62A";"Le développement du premier char moyen soviétique de la période d'après-guerre a débuté en 1951. En 1961, le char T-62 a été déployé, équipé d'un canon lisse. Dans le même temps, une variante avec un canon rayé, le T-62A, a été abandonnée. Le T-62 a été produit en masse de 1961 à 1975, avec un total de vingt mille véhicules fabriqués. Des modifications ultérieures du véhicules sont toujours en service.";"Normal";"37.000";"39.800";"credit";"50";"4";"1";"1";"1";"0";"1950";"102";"75";"45";"2";"6100000";"credit";"IX";"9";"1"
"52";"2014-10-02 14:25:57";"Object 140";"Un char moyen expérimental. Développé entre 1953 et 1958 à Nizhny Tagil pour remplacer le T-54. Deux prototypes ont été fabriqué, mais le projet a été annulé en 1958 à la faveur de l'Object 430.";"Normal";"36.000";"39.000";"credit";"55";"4";"1";"1";"1";"0";"1900";"100";"80";"55";"2";"6100000";"credit";"X";"10";"1"
"53";"2014-10-02 14:26:00";"Object 430";"Un prototype de ce char moyen a été développé de 1953 à 1957 pour remplacer le T-54. Plusieurs prototypes ont été fabriqués. Plus tard, les autorités soviétiques ont exigé un char avec une grande capacité de survie nucléaire et une grande puissance de feu. En conséquence, en 1961, le projet a été abandonné, et la décision fut prise de développer l'Object 432.";"Normal";"35.300";"39.000";"credit";"55";"4";"1";"1";"1";"0";"1900";"120";"80";"40";"2";"6100000";"credit";"X";"10";"1"
"54";"2014-10-02 14:26:04";"KV-1";"Le développement a débuté fin 1938. Un prototype a été réalisé en août 1939. Vu en action pour la première fois en Décembre 1939 sur la ligne Mannerheim. Le véhicule a été produit en masse de mars 1940 à août 1942, avec un total de 2769 véhicules fabriqués.";"Normal";"47.410";"47.800";"credit";"34";"5";"1";"1";"1";"1";"590";"75";"75";"70";"3";"390000";"credit";"V";"5";"1"
"55";"2014-10-02 14:27:09";"Churchill III";"Un char britannique fourni à l'URSS par le Prêt-Bail. L'URSS reçut un total de 301 véhicules, dont certains furent perdus durant leur transport à Mourmansk.";"Boutique";"39.710";"41.950";"or";"28";"5";"1";"1";"1";"1";"1";"176";"76";"50";"3";"1500";"or";"V";"5";"1"
"56";"2014-10-02 14:28:59";"KV-220";"Char expérimental au printemps-été de 1940. Le seul prototype a été retiré de la production du fait d'une panne de moteur.";"Event";"62.230";"70.400";"or";"33";"5";"1";"1";"1";"1";"690";"100";"100";"80";"3";"0";"or";"V";"5";"1"
"57";"2014-11-30 00:09:15";"KV-1S";"Une modification ultérieure de la série du char lourd KV-1 développé durant l'été 1942. Il est entré en service de l'Armée Rouge le 20 août 1942. Comparé à son prédécesseur le KV-1S possédait plusieurs fonctionnarisé de conception permettant au poids du char d'être réduit à 42,3 tonnes. De plus, le KV-1S avait une vitesse, une mobilité et une durabilité augmentées. Cependant, le canon de 76mm ZIS-5 resta. Cela ajouté à un blindage réduit et inefficace, le nouveau véhicule était presque équivalent au T-34 en termes de performances de combat. Un total de 1 083 véhicules de cette variante ont été fabriqué. Le char a été largement utilisé sur tous les fronts de la Grande guerre patriotique.";"Normal";"43.080";"45.400";"credit";"43";"5";"1";"1";"1";"1";"620";"75";"60";"60";"3";"410000";"credit";"V";"5";"1"
"58";"2014-10-02 14:43:55";"KV-2";"Char d'assaut lourd. Développé à partir du KV-1 en janvier 1940, avec un total de 334 véhicules fabriqués de 1940 à 1941. Les chars KV-2 ont été utilisés en action en 1941, avec la plupart des véhicules perdus la même année.";"Normal";"51.160";"56.800";"credit";"35";"6";"1";"1";"2";"1";"810";"75";"75";"70";"3";"920000";"credit";"VI";"6";"1"
"59";"2014-10-02 14:45:50";"T-150";"Le T-150 est le fruit du développement ultérieur du KV-1. Le véhicule pesait 50 tonnes. Le T-150 a subi les essais lors de la première moitié de 1941. Un prototype a combattu lors des batailles de Leningrad, et est devenu une base pour une modification du KV-1 avec un blindage renforcé.";"Normal";"50.210";"51.000";"credit";"35";"5";"1";"1";"1";"1";"830";"90";"90";"75";"3";"880000";"credit";"VI";"6";"1"
"60";"2014-10-02 14:50:23";"IS";"L'IS (""Iosif Staline""), avec son canon de 122 mm, a été une surprise désagréable pour les Allemands. Il a été produit à partir d'octobre 1943 jusqu'en juin 1945 avec un total de 3 483 IS-2 et 107 IS-1.";"Normal";"1.000";"1.000";"credit";"34";"4";"1";"1";"1";"0";"1130";"120";"90";"60";"3";"1424000";"credit";"VII";"7";"1"
"61";"2014-10-02 21:40:43";"KV-3";"Conçu initialement comme le remplaçant du KV-1, la caisse et la suspension ont été élaborées au début de la Seconde Guerre mondiale. Le KV-3 n'a jamais été produit en série.";"Normal";"64.880";"68.250";"credit";"32";"6";"1";"1";"2";"1";"1300";"120";"90";"90";"3";"1390000";"credit";"VII";"7";"1"
"62";"2014-10-02 21:44:43";"IS-3";"La production en masse du véhicule a débuté en mai 1945. Le 7 septembre 1945, des chars IS-3 ont pris part à la Parade de la Victoire des Alliés dans Berlin. Un total de 1170 véhicules ont été fabriqués jusqu'à fin 1946, lorsque la production fut arrêtée. De 1948 jusqu'à la fin des années 1950, les chars ont subi un certain nombre de refontes de modernisation.";"Normal";"48.680";"50.560";"credit";"38";"4";"1";"1";"1";"0";"1450";"110";"90";"60";"3";"2568500";"credit";"VIII";"8";"1"
"63";"2014-10-02 21:46:23";"IS-6";"Développé pendant l'été 1944 par l'usine du Bureau de Kirov (Leningrad). Le prototype a passé des essais en automne. N'a pas été produit en masse, ni vu en service.";"Boutique";"51.500";"59.900";"or";"35";"4";"1";"1";"1";"0";"1550";"100";"100";"60";"3";"11800";"or";"VIII";"8";"1"
"64";"2014-10-02 21:49:34";"KV-4";"Le projet de N. L. Dukhov développé en avril 1941. Un prototype devait être produit d'ici novembre 1941. Cependant, le travail a été interrompu suite au début de la Seconde Guerre mondiale.";"Normal";"97.430";"102.560";"credit";"30";"6";"1";"1";"2";"1";"1600";"180";"150";"90";"3";"2430000";"credit";"VIII";"8";"1"
"65";"2014-10-02 21:51:09";"KV-5";"Le développement du KV5 débuta en juin 1941 avec une évaluation de conception achevée en août. Le prototype d'essai n'ai jamais été construit à cause du blocus de Leningrad.";"Event";"100.180";"105.000";"or";"40";"6";"1";"1";"2";"1";"1780";"180";"150";"140";"3";"0";"or";"IX";"9";"1"
"66";"2014-10-02 21:53:26";"ST-I";"Le plan a été développé à l'Usine n° 92 par les ingénieurs V. A. Ganin et A. S. Chasovnikov. Un nouveau char était prévu comme amélioration des chars lourds imparfaits de cette époque. N'a jamais dépassé le stade de la planche à dessin.";"Normal";"57.740";"58.900";"credit";"1";"5";"1";"1";"2";"0";"1800";"140";"140";"100";"3";"3561000";"credit";"IX";"9";"1"
"67";"2014-10-02 21:56:17";"IS-8";"Le développement de ce véhicule a débuté en 1949 par le Bureau de construction de l'usine Chelyabinsk Kirov sous la supervision de Joseph Kotin. Lors de la phase de conception, le véhicule était désigné comme Object 730. En 1950, une préproduction de 10 véhicules a été lancée. En 1953, avant que le char n'entre en service, il a été redésigné en IS-8. Le véhicule a été accepté pour entrer en service mi-1953 sous la désignation T-10. La quantité de véhicules produits varie selon les sources, de 2500 à 8000.";"Normal";"50.060";"50.910";"credit";"50";"4";"1";"1";"1";"0";"1700";"120";"80";"60";"3";"3531000";"credit";"X";"10";"1"
"68";"2014-10-02 21:58:30";"IS-4";"Le développement de ce char a démarré en avril 1944, avec plusieurs prototypes produits vers la fin de la Seconde Guerre mondiale. L'IS-4 est entré en production de 1947 à 1949, avec un total de 219 véhicules construits.";"Normal";"60.020";"66.300";"credit";"43";"4";"1";"1";"1";"0";"2500";"140";"160";"100";"3";"6100000";"credit";"X";"10";"1"
"69";"2014-10-02 22:00:47";"IS-7";"Le développement de l'IS-7 a commencé au printemps 1945. Des prototypes ont été mis à l'essai durant 1946 et 1947. L'IS-7 fut adopté par le gouvernement en 1948, mais n'a jamais été produit en série.";"Normal";"68.190";"70.950";"credit";"59";"5";"1";"1";"2";"0";"2150";"150";"150";"100";"3";"6100000";"credit";"X";"10";"1"
"70";"2014-10-02 22:03:09";"AT-1";"Un canon automoteur expérimental sur un châssis de T-26. Il n'est jamais entré en production, avec juste quelques véhicules et huit caisses de blindés construite";"Normal";"9.650";"9.900";"credit";"30";"3";"1";"1";"0";"0";"125";"16";"15";"10";"4";"3000";"credit";"II";"2";"1"
"71";"2014-10-07 04:45:16";"SU-76";"Un Canon automoteur léger de support d'infantrie sur la caisse du T-70, avec un total de 14 292 véhicules (360 véhicules pour la variante SU-76, et 13 932 véhicules pour le modèle SU-76M) produits de décembre 1942 à Juin 1945.";"Normal";"9.950";"10.800";"credit";"48";"4";"1";"1";"1";"0";"155";"25";"15";"15";"4";"35500";"credit";"III";"3";"1"
"72";"2014-10-07 04:48:25";"SU-85B";"Une poursuite de la modernisation du SU-76, améliorée avec un châssis élargi, il fut développé de l'hiver de 1944 à 1945 mais n'entra jamais en production de masse.";"Normal";"12.110";"12.400";"credit";"43";"4";"1";"1";"1";"0";"260";"25";"15";"15";"4";"124000";"credit";"IV";"4";"1"
"73";"2014-10-08 14:49:16";"SU-85";"Un chasseur de chars sur le châssis du T-34 et du SU-122, avec 2 329 véhicules produits d'août 1943 à octobre 1944, et 638 de la version SU-122 produits de décembre 1942 à août 1943.";"Normal";"29.020";"31.400";"credit";"55";"4";"1";"1";"1";"0";"350";"45";"45";"40";"4";"414000";"credit";"V";"5";"1"
"74";"2014-10-09 21:59:43";"SU-100";"Le SU-100 est un canon d'artillerie automoteur sur le châssis du T-34-85 et SU-85, avec un total de 2495 véhicules produits de septembre 1944 à juin 1945.";"Normal";"31.560";"37.400";"credit";"50";"4";"1";"1";"1";"0";"580";"75";"45";"45";"4";"908900";"credit";"VI";"6";"1"
"75";"2014-10-09 22:01:42";"SU-100Y";"Développé sur la base du char lourd T-100. Le véhicule était destiné à neutraliser les blockhaus ennemis et les véhicules ennemis. Le seul prototype a été fabriqué en mars 1940. Le véhicule n'a jamais été produit en masse.";"Boutique";"64.000";"67.400";"or";"1";"6";"1";"2";"2";"0";"700";"60";"60";"60";"4";"3250";"or";"VI";"6";"1"
"76";"2014-10-12 20:06:32";"SU-152";"Un canon automoteur lourd sur la caisse du KV-1S, avec un total de 671 véhicules construits de février à décembre 1943.";"Normal";"45.730";"45.900";"credit";"43";"5";"1";"1";"2";"0";"870";"75";"60";"60";"4";"1305000";"credit";"VII";"7";"1"
"77";"2014-10-12 19:57:45";"SU-100M1";"Développé à l'UHMP (Ural Heavy Machinery Plant) à partir du T-34-85. Les compartiments de combat étaient situés à l'arrière. Le véhicule n'a jamais été fabriqué, car l'autre projet SU-100M-2 sur la base du T-44 lui a été préféré.";"Normal";"32.080";"32.200";"credit";"50";"4";"1";"1";"1";"0";"830";"90";"75";"45";"4";"1365000";"credit";"VII";"7";"1"
"78";"2014-10-12 19:59:36";"SU-122-44";"Le développement a commencé en Juin 1944 par le bureau d'études de Uralmash. Le véhicule était basé sur un châssis de T-44, et possédait une configuration conventionnelle, avec une mise à l'avant du compartiment de combat. En octobre, le commissariat populaire de l'industrie blindée examina le projet SU-122-44. En décembre, le projet de conception était prêt. Le SU-100-M-2 avec le placement du compartiment de combat à l'arrière a cependant été préféré.";"Boutique";"32.800";"35.000";"or";"47";"4";"1";"1";"1";"0";"840";"90";"75";"45";"4";"6750";"or";"VII";"7";"1"
"79";"2014-10-12 20:44:04";"ISU-152";"Initialement développé sur le châssis du char IS comme remplacement du SU-152 en raison de la fin de la production du KV-1, 4635 véhicules ont été construits de novembre 1943 à juin 1945.";"Normal";"45.730";"48.600";"credit";"43";"5";"1";"1";"2";"0";"1010";"90";"90";"60";"4";"2520000";"credit";"VIII";"8";"1"
"80";"2014-10-12 21:07:42";"SU-101";"En 1944, le Bureau de Construction de l'usine de Machinerie Lourde de l'Oural développa le SU-101 avec un canon D-10S et le SU-102 avec un canon D-25S. Les deux véhicules ont été nommés Uralmash-1. Des prototypes ont été fabriqués en avril 1945. Aucun n'a été produit en masse ni vu en service.";"Normal";"34.130";"34.500";"credit";"54";"4";"1";"1";"1";"0";"990";"120";"90";"40";"4";"2560000";"credit";"VIII";"8";"1"
"81";"2014-10-12 21:19:25";"Object 704";"Développé en 1945, sous le commandement de J.Kotin, sur la base des véhicules IS-3 et IS-2. Une de ses propriétés distinctives était l'alignement uniforme des angles de son blindage. Le véhicule passa les tests avec succès, mais ne fut jamais accepté pour le service.";"Normal";"44.750";"48.860";"credit";"37";"5";"1";"1";"2";"0";"1600";"120";"90";"60";"4";"3660000";"credit";"IX";"9";"1"
"82";"2014-10-12 21:34:02";"SU-122-54";"Le développement a débuté en 1948. Le char T-54 a été utilisé comme base pour ce chasseur de chars. Le véhicule est entré en service en 1954. La production en masse a été lancée en 1955, avec un total de 100 véhicules fabriqués.";"Normal";"36.430";"37.250";"credit";"48";"5";"1";"1";"2";"0";"1530";"100";"80";"45";"4";"3510000";"credit";"IX";"9";"1"
